/home/dvspanos/miniconda3/envs/rded/lib/python3.10/site-packages/torch/cuda/__init__.py:611: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
=> using pytorch pre-trained teacher model 'conv3'
process data from /home/dvspanos/nikos/ca2d/artifacts/rded_sets/bench_cifar100_conv_el2nw0_ipc10
load data successfully
TRAIN Iter 135: loss = 0.004622,	Top-1 err = 90.600000,	Top-5 err = 71.000000,	train_time = 0.387890
TRAIN Iter 136: loss = 0.004232,	Top-1 err = 92.200000,	Top-5 err = 64.600000,	train_time = 0.397676
TRAIN Iter 137: loss = 0.004056,	Top-1 err = 91.200000,	Top-5 err = 66.700000,	train_time = 0.378879
TRAIN Iter 138: loss = 0.004194,	Top-1 err = 90.100000,	Top-5 err = 65.900000,	train_time = 0.391261
TRAIN Iter 139: loss = 0.004275,	Top-1 err = 91.300000,	Top-5 err = 64.400000,	train_time = 0.365253
TRAIN Iter 140: loss = 0.004163,	Top-1 err = 91.300000,	Top-5 err = 68.400000,	train_time = 0.393562
TRAIN Iter 141: loss = 0.004365,	Top-1 err = 91.000000,	Top-5 err = 66.600000,	train_time = 0.386857
TRAIN Iter 142: loss = 0.004100,	Top-1 err = 91.700000,	Top-5 err = 63.400000,	train_time = 0.388741
TRAIN Iter 143: loss = 0.004318,	Top-1 err = 88.800000,	Top-5 err = 64.900000,	train_time = 0.403944
TRAIN Iter 144: loss = 0.004138,	Top-1 err = 92.200000,	Top-5 err = 66.200000,	train_time = 0.406285
TRAIN Iter 145: loss = 0.004045,	Top-1 err = 89.800000,	Top-5 err = 61.500000,	train_time = 0.392133
TRAIN Iter 146: loss = 0.004064,	Top-1 err = 88.700000,	Top-5 err = 62.000000,	train_time = 0.381506
TRAIN Iter 147: loss = 0.004230,	Top-1 err = 91.500000,	Top-5 err = 69.100000,	train_time = 0.395460
TRAIN Iter 148: loss = 0.004097,	Top-1 err = 89.000000,	Top-5 err = 61.900000,	train_time = 0.366256
TRAIN Iter 149: loss = 0.004141,	Top-1 err = 90.700000,	Top-5 err = 67.300000,	train_time = 0.372586
TRAIN Iter 150: loss = 0.004290,	Top-1 err = 90.000000,	Top-5 err = 65.400000,	train_time = 0.395176
TRAIN Iter 151: loss = 0.004137,	Top-1 err = 91.600000,	Top-5 err = 65.400000,	train_time = 0.434664
TRAIN Iter 152: loss = 0.004055,	Top-1 err = 91.300000,	Top-5 err = 64.300000,	train_time = 0.406999
TRAIN Iter 153: loss = 0.003996,	Top-1 err = 90.800000,	Top-5 err = 66.100000,	train_time = 0.362087
TRAIN Iter 154: loss = 0.004047,	Top-1 err = 89.900000,	Top-5 err = 65.300000,	train_time = 0.395950
TRAIN Iter 155: loss = 0.004022,	Top-1 err = 90.900000,	Top-5 err = 65.100000,	train_time = 0.384610
TRAIN Iter 156: loss = 0.004230,	Top-1 err = 90.400000,	Top-5 err = 66.200000,	train_time = 0.395634
TRAIN Iter 157: loss = 0.004140,	Top-1 err = 89.500000,	Top-5 err = 63.200000,	train_time = 0.404648
TRAIN Iter 158: loss = 0.004188,	Top-1 err = 91.100000,	Top-5 err = 66.900000,	train_time = 0.395343
TRAIN Iter 159: loss = 0.004043,	Top-1 err = 92.600000,	Top-5 err = 68.500000,	train_time = 0.376573
TRAIN Iter 160: loss = 0.004309,	Top-1 err = 90.000000,	Top-5 err = 67.800000,	train_time = 0.324077
